frame,timestamp,image_filename,steer,throttle,brake
0,13.48386201262474,C:\Users\okeiy\OneDrive - University of Salford\Documents\Sch Notes\Dissertation\Codes\Carla_dataset\recorded_images\frame_000000.png,0.0,0.8500000238418579,0.0
1,13.533862013369799,C:\Users\okeiy\OneDrive - University of Salford\Documents\Sch Notes\Dissertation\Codes\Carla_dataset\recorded_images\frame_000001.png,0.0,0.8500000238418579,0.0
2,13.583862014114857,C:\Users\okeiy\OneDrive - University of Salford\Documents\Sch Notes\Dissertation\Codes\Carla_dataset\recorded_images\frame_000002.png,0.0,0.8500000238418579,0.0
3,13.633862014859915,C:\Users\okeiy\OneDrive - University of Salford\Documents\Sch Notes\Dissertation\Codes\Carla_dataset\recorded_images\frame_000003.png,0.0,0.8500000238418579,0.0
4,13.683862015604973,C:\Users\okeiy\OneDrive - University of Salford\Documents\Sch Notes\Dissertation\Codes\Carla_dataset\recorded_images\frame_000004.png,0.0012311208993196487,0.8500000238418579,0.0
5,13.733862016350031,C:\Users\okeiy\OneDrive - University of Salford\Documents\Sch Notes\Dissertation\Codes\Carla_dataset\recorded_images\frame_000005.png,0.0008796547190286219,0.8500000238418579,0.0
6,13.783862017095089,C:\Users\okeiy\OneDrive - University of Salford\Documents\Sch Notes\Dissertation\Codes\Carla_dataset\recorded_images\frame_000006.png,0.0008796547190286219,0.8500000238418579,0.0
7,13.833862017840147,C:\Users\okeiy\OneDrive - University of Salford\Documents\Sch Notes\Dissertation\Codes\Carla_dataset\recorded_images\frame_000007.png,-0.00035146623849868774,0.8500000238418579,0.0
8,13.883862018585205,C:\Users\okeiy\OneDrive - University of Salford\Documents\Sch Notes\Dissertation\Codes\Carla_dataset\recorded_images\frame_000008.png,0.0,0.8500000238418579,0.0
9,13.933862019330263,C:\Users\okeiy\OneDrive - University of Salford\Documents\Sch Notes\Dissertation\Codes\Carla_dataset\recorded_images\frame_000009.png,0.0,0.8500000238418579,0.0
10,13.983862020075321,C:\Users\okeiy\OneDrive - University of Salford\Documents\Sch Notes\Dissertation\Codes\Carla_dataset\recorded_images\frame_000010.png,0.0,0.8500000238418579,0.0
11,14.03386202082038,C:\Users\okeiy\OneDrive - University of Salford\Documents\Sch Notes\Dissertation\Codes\Carla_dataset\recorded_images\frame_000011.png,0.0,0.8500000238418579,0.0
12,14.083862021565437,C:\Users\okeiy\OneDrive - University of Salford\Documents\Sch Notes\Dissertation\Codes\Carla_dataset\recorded_images\frame_000012.png,0.0,0.8500000238418579,0.0
13,14.133862022310495,C:\Users\okeiy\OneDrive - University of Salford\Documents\Sch Notes\Dissertation\Codes\Carla_dataset\recorded_images\frame_000013.png,0.0012311208993196487,0.8500000238418579,0.0
14,14.183862023055553,C:\Users\okeiy\OneDrive - University of Salford\Documents\Sch Notes\Dissertation\Codes\Carla_dataset\recorded_images\frame_000014.png,-0.00035146623849868774,0.8500000238418579,0.0
15,14.233862023800611,C:\Users\okeiy\OneDrive - University of Salford\Documents\Sch Notes\Dissertation\Codes\Carla_dataset\recorded_images\frame_000015.png,0.001741067972034216,0.8500000238418579,0.0
16,14.28386202454567,C:\Users\okeiy\OneDrive - University of Salford\Documents\Sch Notes\Dissertation\Codes\Carla_dataset\recorded_images\frame_000016.png,0.0007340727024711668,0.8500000238418579,0.0
17,14.333862025290728,C:\Users\okeiy\OneDrive - University of Salford\Documents\Sch Notes\Dissertation\Codes\Carla_dataset\recorded_images\frame_000017.png,0.0013896017335355282,0.8500000238418579,0.0
18,14.383862026035786,C:\Users\okeiy\OneDrive - University of Salford\Documents\Sch Notes\Dissertation\Codes\Carla_dataset\recorded_images\frame_000018.png,-0.0004970483714714646,0.8500000238418579,0.0
19,14.433862026780844,C:\Users\okeiy\OneDrive - University of Salford\Documents\Sch Notes\Dissertation\Codes\Carla_dataset\recorded_images\frame_000019.png,0.0,0.8500000238418579,0.0
20,14.483862027525902,C:\Users\okeiy\OneDrive - University of Salford\Documents\Sch Notes\Dissertation\Codes\Carla_dataset\recorded_images\frame_000020.png,0.0,0.8500000238418579,0.0
21,14.53386202827096,C:\Users\okeiy\OneDrive - University of Salford\Documents\Sch Notes\Dissertation\Codes\Carla_dataset\recorded_images\frame_000021.png,0.0,0.8500000238418579,0.0
22,14.583862029016018,C:\Users\okeiy\OneDrive - University of Salford\Documents\Sch Notes\Dissertation\Codes\Carla_dataset\recorded_images\frame_000022.png,0.0012311208993196487,0.8500000238418579,0.0
23,14.633862029761076,C:\Users\okeiy\OneDrive - University of Salford\Documents\Sch Notes\Dissertation\Codes\Carla_dataset\recorded_images\frame_000023.png,-0.00035146623849868774,0.8500000238418579,0.0
24,14.683862030506134,C:\Users\okeiy\OneDrive - University of Salford\Documents\Sch Notes\Dissertation\Codes\Carla_dataset\recorded_images\frame_000024.png,0.0,0.8500000238418579,0.0
25,14.733862031251192,C:\Users\okeiy\OneDrive - University of Salford\Documents\Sch Notes\Dissertation\Codes\Carla_dataset\recorded_images\frame_000025.png,0.0,0.8500000238418579,0.0
26,14.78386203199625,C:\Users\okeiy\OneDrive - University of Salford\Documents\Sch Notes\Dissertation\Codes\Carla_dataset\recorded_images\frame_000026.png,0.001741067972034216,0.8500000238418579,0.0
